10-22-2025 15:52:19 RAM 14676/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,1%@1651,4%@1651,2%@1651,1%@729,0%@729,0%@729,5%@729,off,off,off,off] EMC_FREQ 11%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.625C soc2@40.312C soc0@40.812C gpu@39.656C tj@43.625C soc1@40.187C VDD_GPU_SOC 2398mW/2398mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2813mW/2813mW
10-22-2025 15:53:47 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,6%@729,0%@729,0%@1728,5%@1728,38%@1728,48%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.062C soc2@40.562C soc0@41.062C gpu@39.875C tj@44.062C soc1@40.312C VDD_GPU_SOC 2797mW/2724mW VDD_CPU_CV 1199mW/1112mW VIN_SYS_5V0 3315mW/3224mW
10-22-2025 15:53:48 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,9%@1728,78%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.437C soc0@40.968C gpu@40.031C tj@43.812C soc1@40.406C VDD_GPU_SOC 2798mW/2725mW VDD_CPU_CV 1199mW/1113mW VIN_SYS_5V0 3315mW/3225mW
10-22-2025 15:53:49 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,3%@729,0%@1728,0%@1728,85%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.562C soc0@40.968C gpu@40.281C tj@43.812C soc1@40.406C VDD_GPU_SOC 2797mW/2725mW VDD_CPU_CV 1199mW/1114mW VIN_SYS_5V0 3315mW/3226mW
10-22-2025 15:53:50 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,1%@729,0%@1728,0%@1728,46%@1728,42%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.781C soc2@40.5C soc0@41.031C gpu@40.218C tj@43.781C soc1@40.531C VDD_GPU_SOC 2798mW/2726mW VDD_CPU_CV 1199mW/1115mW VIN_SYS_5V0 3321mW/3227mW
10-22-2025 15:53:51 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,1%@729,0%@729,0%@729,0%@1728,0%@1728,74%@1728,14%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.843C soc2@40.562C soc0@41C gpu@39.906C tj@43.843C soc1@40.437C VDD_GPU_SOC 2798mW/2727mW VDD_CPU_CV 1199mW/1115mW VIN_SYS_5V0 3315mW/3228mW
10-22-2025 15:53:52 RAM 14695/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,0%@729,3%@729,0%@729,0%@1728,6%@1728,88%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.593C soc0@41.156C gpu@40.156C tj@43.75C soc1@40.375C VDD_GPU_SOC 2798mW/2728mW VDD_CPU_CV 1199mW/1116mW VIN_SYS_5V0 3321mW/3229mW
10-22-2025 15:53:53 RAM 14695/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [4%@729,2%@729,1%@729,1%@729,0%@1728,0%@1728,88%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.156C soc2@40.5C soc0@41.093C gpu@40.093C tj@44.156C soc1@40.343C VDD_GPU_SOC 2798mW/2729mW VDD_CPU_CV 1199mW/1117mW VIN_SYS_5V0 3315mW/3230mW
10-22-2025 15:53:54 RAM 14695/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,89%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.937C soc2@40.531C soc0@41.093C gpu@39.906C tj@43.937C soc1@40.406C VDD_GPU_SOC 2798mW/2729mW VDD_CPU_CV 1199mW/1118mW VIN_SYS_5V0 3321mW/3231mW
10-22-2025 15:53:55 RAM 14695/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,1%@729,0%@729,0%@729,0%@1728,0%@1728,27%@1728,58%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.531C soc0@41.062C gpu@39.906C tj@43.812C soc1@40.406C VDD_GPU_SOC 2798mW/2730mW VDD_CPU_CV 1199mW/1119mW VIN_SYS_5V0 3315mW/3232mW
10-22-2025 15:53:56 RAM 14695/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,0%@1728,89%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.781C soc2@40.531C soc0@41.062C gpu@40.062C tj@43.968C soc1@40.312C VDD_GPU_SOC 2797mW/2731mW VDD_CPU_CV 1199mW/1120mW VIN_SYS_5V0 3321mW/3232mW
10-22-2025 15:53:57 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,1%@729,5%@729,0%@729,4%@1728,0%@1728,62%@1728,28%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.906C soc2@40.562C soc0@41.093C gpu@39.906C tj@43.906C soc1@40.5C VDD_GPU_SOC 2798mW/2731mW VDD_CPU_CV 1199mW/1121mW VIN_SYS_5V0 3321mW/3233mW
10-22-2025 15:53:58 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,89%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.531C soc0@41.031C gpu@40.062C tj@43.75C soc1@40.593C VDD_GPU_SOC 2798mW/2732mW VDD_CPU_CV 1199mW/1121mW VIN_SYS_5V0 3315mW/3234mW
10-22-2025 15:53:59 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,61%@1728,25%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.875C soc2@40.531C soc0@41.156C gpu@40.062C tj@43.875C soc1@40.531C VDD_GPU_SOC 2798mW/2733mW VDD_CPU_CV 1199mW/1122mW VIN_SYS_5V0 3315mW/3235mW
10-22-2025 15:54:00 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,1%@729,0%@729,0%@729,0%@1728,0%@1728,50%@1728,34%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.531C soc0@41.187C gpu@40.375C tj@43.812C soc1@40.5C VDD_GPU_SOC 2797mW/2733mW VDD_CPU_CV 1199mW/1123mW VIN_SYS_5V0 3315mW/3236mW
10-22-2025 15:54:01 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,87%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.218C soc2@40.562C soc0@41.187C gpu@40C tj@44.218C soc1@40.5C VDD_GPU_SOC 2798mW/2734mW VDD_CPU_CV 1199mW/1124mW VIN_SYS_5V0 3315mW/3237mW
10-22-2025 15:54:02 RAM 14692/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [5%@1728,74%@1728,4%@1728,2%@1728,5%@729,4%@729,19%@729,4%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.031C soc2@40.625C soc0@41.062C gpu@39.968C tj@44.031C soc1@40.5C VDD_GPU_SOC 2797mW/2735mW VDD_CPU_CV 1199mW/1124mW VIN_SYS_5V0 3321mW/3237mW
10-22-2025 15:54:03 RAM 14692/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [62%@1728,26%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.781C soc2@40.687C soc0@41.062C gpu@40C tj@43.781C soc1@40.406C VDD_GPU_SOC 2798mW/2735mW VDD_CPU_CV 1199mW/1125mW VIN_SYS_5V0 3315mW/3238mW
10-22-2025 15:54:04 RAM 14692/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [8%@1728,82%@1728,0%@1728,1%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.875C soc2@40.562C soc0@41.031C gpu@39.968C tj@43.875C soc1@40.625C VDD_GPU_SOC 2797mW/2736mW VDD_CPU_CV 1199mW/1126mW VIN_SYS_5V0 3321mW/3239mW
10-22-2025 15:54:05 RAM 14692/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [60%@1728,31%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.75C soc0@41.218C gpu@40.156C tj@43.75C soc1@40.468C VDD_GPU_SOC 2797mW/2736mW VDD_CPU_CV 1199mW/1127mW VIN_SYS_5V0 3315mW/3240mW
10-22-2025 15:54:06 RAM 14692/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [29%@1728,61%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.906C soc2@40.687C soc0@41.093C gpu@40.156C tj@43.906C soc1@40.468C VDD_GPU_SOC 2797mW/2737mW VDD_CPU_CV 1199mW/1127mW VIN_SYS_5V0 3321mW/3240mW
10-22-2025 15:54:07 RAM 14693/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [54%@1728,36%@1728,0%@1728,6%@1728,2%@729,2%@729,1%@729,4%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44C soc2@40.593C soc0@41.062C gpu@40.187C tj@44C soc1@40.656C VDD_GPU_SOC 2798mW/2738mW VDD_CPU_CV 1199mW/1128mW VIN_SYS_5V0 3321mW/3241mW
10-22-2025 15:54:08 RAM 14693/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [21%@1728,67%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.031C soc2@40.781C soc0@41.187C gpu@39.875C tj@44.031C soc1@40.531C VDD_GPU_SOC 2798mW/2738mW VDD_CPU_CV 1199mW/1129mW VIN_SYS_5V0 3321mW/3242mW
10-22-2025 15:54:09 RAM 14693/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [11%@729,10%@729,0%@729,2%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 4%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.468C soc2@40.625C soc0@41.187C gpu@40C tj@43.468C soc1@40.437C VDD_GPU_SOC 2399mW/2735mW VDD_CPU_CV 399mW/1122mW VIN_SYS_5V0 2612mW/3236mW
10-22-2025 15:54:10 RAM 14693/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,2%@729,5%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.656C soc2@40.5C soc0@41.093C gpu@40C tj@43.656C soc1@40.437C VDD_GPU_SOC 2399mW/2732mW VDD_CPU_CV 399mW/1115mW VIN_SYS_5V0 2612mW/3231mW
10-22-2025 15:54:11 RAM 14693/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.843C soc2@40.531C soc0@41.062C gpu@40C tj@43.843C soc1@40.375C VDD_GPU_SOC 1999mW/2725mW VDD_CPU_CV 399mW/1109mW VIN_SYS_5V0 2411mW/3223mW
10-22-2025 15:54:12 RAM 14693/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [5%@729,0%@729,5%@729,8%@729,5%@729,0%@729,0%@729,1%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.562C soc2@40.406C soc0@41.062C gpu@40C tj@43.562C soc1@40.406C VDD_GPU_SOC 1999mW/2719mW VDD_CPU_CV 399mW/1103mW VIN_SYS_5V0 2512mW/3217mW
10-22-2025 15:54:13 RAM 14693/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,3%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.437C soc2@40.468C soc0@41.031C gpu@40C tj@43.437C soc1@40.562C VDD_GPU_SOC 1999mW/2713mW VDD_CPU_CV 399mW/1096mW VIN_SYS_5V0 2411mW/3210mW
10-22-2025 15:54:14 RAM 14693/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.562C soc2@40.5C soc0@40.937C gpu@40C tj@43.562C soc1@40.5C VDD_GPU_SOC 1999mW/2706mW VDD_CPU_CV 399mW/1090mW VIN_SYS_5V0 2411mW/3203mW
10-22-2025 15:54:15 RAM 14693/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,3%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.406C soc2@40.406C soc0@40.968C gpu@40C tj@43.406C soc1@40.531C VDD_GPU_SOC 1998mW/2700mW VDD_CPU_CV 399mW/1084mW VIN_SYS_5V0 2411mW/3196mW
10-22-2025 15:54:16 RAM 14693/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.312C soc2@40.375C soc0@41.093C gpu@40C tj@43.312C soc1@40.375C VDD_GPU_SOC 1998mW/2694mW VDD_CPU_CV 399mW/1078mW VIN_SYS_5V0 2411mW/3189mW
10-22-2025 15:54:17 RAM 14695/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,1%@729,5%@729,6%@729,1%@729,1%@729,5%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.468C soc0@41.093C gpu@40C tj@43.343C soc1@40.468C VDD_GPU_SOC 1998mW/2688mW VDD_CPU_CV 399mW/1072mW VIN_SYS_5V0 2512mW/3183mW
10-22-2025 15:54:18 RAM 14695/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,1%@729,1%@729,2%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.375C soc0@41.218C gpu@40C tj@43.75C soc1@40.375C VDD_GPU_SOC 1998mW/2682mW VDD_CPU_CV 399mW/1067mW VIN_SYS_5V0 2512mW/3178mW
